PALAVRA;SENTIMENTO
aproveite o jogo de futebol ; 0.901
aproveite o momento ; 0.899
aproveite o tempo ; 0.901
aproveite o tempo juntos ; 0.901
aproveite o tempo ocioso ; 0.938
aproveite show ; 0.823
aproximado ; -0.715
aproximativo ; -0.715
aproximação ; -0.53
aproximem-se ; 0.023
apt ; 0.806
apteral ; -0.659
apto quarto ;0
apática ; -0.99
apático ; -0.99
apêndice ;0
apêndice do corpo ;0
apêndice humano ;0
apó ;0
apólice ; 0.028
após ; 0.559
após a morte ; -0.643
após evento ; -0.03
após incêndio ; -0.957
após o exercício ; 0.125
após o gosto ; 0.16
apóstata ; -0.669
aqualung ; -0.04
aquecedor de água quente ; 0.02
aquecedores ; -0.091
aquecer ; -0.089
aquecer-se acima ;0
aquecimento global ; -0.12
aquisição ; 0.887
aquário ; -0.519
aquática ;0
aquênio ;0
ar da bomba ; 0.924
ar de preenchimento ; 0.9
ar denso ; 0.728
ar fresco ; 0.07
ar frio ; 0.736
ar limpo ; 0.85
ar mais leve ; 0.021
ar natural ; 0.046
ar pesado ; 0.058
ar poluído ; -0.92
ar quente ; -0.959
ar úmido ; 0.058
aracnofobia ; -0.57
aracnídeos ;0
aranha ;0
arar o campo ;0
arborizado ; -0.863
arbusto de amora preta ; -0.922
arcada de loja ;0
arcaico ; -0.721
arciformes ; -0.947
arco ; 0.052
arco-íris ; 0.03
arco de cúpula ; 0.048
arco de gota ; 0.641
arco de ogee ; 0.641
arco de quilha ; 0.641
arco de violino ; 0.109
arco ogival ; 0.641
arder ; -0.025
arduidade ; -0.646
ardósia ; 0.083
areia de blackberry ; -0.922
areia de grão ; -0.027
areias ; -0.061
arejado ; 0.116
arena do esporte ; 0.058
arenoso ;0
argali ; -0.799
argumentativa ;0
argumento capcioso ; 0.886
argumento final ; 0.873
arisco ; 0.963
aritenóide ; -0.536
aritmética ; 0.076
arlequinada ; 0.628
arma de braço ; -0.967
arma de fogo ; -0.08
arma de guerra ; -0.793
arma de lâmina ; -0.038
arma de ponto ; -0.729
arma de projétil ; -0.988
arma do crime ; -0.963
arma perigosa ; -0.067
armadilha de graxa ;0
armadilha de isca ;0
armadura ;0
armadura de corpo ; 0.939
armas ; -0.708
armazenamento de alimentos ; 0.038
armazenamento de dinheiro ; 0.026
armazenamento de documento ;0
armazenamento de lixo ;0
armazenamento de mercadorias ;0
armazenamento de música ; 0.768
armazenamento de roupas ;0
armazenamento do vinho ; -0.032
armazenar a caneta ;0
armazenar alimentos ; 0.08
armazenar dados ;0
armazenar informações ;0
armazenar o conhecimento ;0
armazém ;0
arme-se oneself ; -0.05
armyworm de ; -0.534
armário ;0
armário da frente de vidro ; 0.054
armário de banheiro ;0
armário de cocktail ; 0.899
armário de cozinha ; 0.021
armário de exposição frontal de vidro ; 0.066
armário de mulher ; -0.027
armário de remédios ;0
armário de roupa branca ;0
armário ginásio ; 0.035
aro ; 0.738
aromatiza ;0
arpão ;0
arqueano ; -0.721
arquear ; 0.052
arqueologia ; -0.03
arqueólogo ; 0.774
arquibancada ; 0.819
arquitetura ;0
arquivo de armazenamento ; -0.071
arquivo de dados ; 0.925
arquivo rotativo ;0
arrancar-te ; -0.919
arrancar a seqüência de caracteres ;0
arrancar cabelo ; -0.748
arrancar o computador ;0
arrancar o olho ; -0.044
arranha-céus ;0
arranhar ;0
arranjar o cabelo ; -0.025
arranjo ; 0.995
arranjo de flor ;0
arrasa-quarteirão ; 0.916
arrasta-se ; -0.809
arraste ; -0.056
arrebatar ; -0.753
arrecadar ; -0.171
arredondado ; 0.969
arregalar os olhos ; 0.713
arremessador ;0
arremessador de contêiner ; 0.093
arrendar ; -0.059
arrepender-se ; -0.848
arrependidas ; -0.869
arriscado ; -0.155
arriscar ; -0.753
arrivista ; -0.955
arrogante ;0
arrojado ; 0.716
arrotar ; -0.047
arroto ;0
arroz ; -0.923
arroz branco ;0
arroz de frango ; 0.711
arroz trigo ;0
arruela ;0
arrumar o cabelo ; 0.762
arrumação ; -0.097
arrítmicos ; -0.569
arsenal ; 0.888
arte ; 0.528
arte da parede ; 0.165
arte de interesse ; 0.539
arte de lápis ;0
arte de transmutar metais ;0
artefato antigo ; 0.086
artemísia ; -0.801
arterite ; -0.853
arterite de takayasu ; -0.853
arterite temporal ; -0.853
artes e ofícios ; 0.528
artes marciais ; 0.929
artesanal ;0
artic ; -0.04
articulação ; 0.783
artificial ; -0.7
artificialidade ; -0.562
artigo ;0
artigo de cuidado de pele ; 0.874
artigo de cuidados do cabelo ; -0.947
artigo de jornal ; 0.021
artigo perigoso ;0
artigos ;0
artigos de papelaria ; 0.022
artigos esportivos ; 0.52
artilharia ; -0.963
artiodátilo ; -0.535
artista ; 0.041
artista de circo ;0
artrite ; -0.7
artrópodes ;0
artéria ; 0.042
artéria de tráfego ; 0.042
artéria de tráfego principal ; 0.042
artéria obstruída ; -0.972
artéria principal ; 0.042
artístico ; 0.032
asa de flap ; -0.031
asa de parede ;0
asa de propagação ; -0.097
asa de teatro ;0
asa flor ;0
asbestos ; -0.035
asceta ; 0.555
ascético ; 0.555
asfixiar ; 0.731
asférica ; 0.969
asia ; 0.609
asiático ; 0.026
asma ; -0.097
aspereza ; -0.699
aspiradordepó ; -0.046
aspirar ; 0.781
assadeira ; 0.044
assado de panela ; 0.899
assaduras ; -0.726
assassinar ;0
assassinato ; -0.801
assassino ; -0.065
assassínio de carácter ; -0.926
asse mercadorias ; 0.069
asse o bolo ; 0.954
asse o cookie ; 0.803
asse o produto ; 0.07
assembléia ; 0.445
assemelhar ; 0.084
assentar ; 0.725
assento cadeira ; -0.049
assento de avião ; 0.938
assento de avião de primeira classe ; 0.72
assento de avião do saco de feijão ;0
assento de linha ; 0.26
assento de primeira classe do trem ; 0.901
assento de toalete ; 0.847
assento de trem ; 0.91
assento de ônibus ; 0.91
assento desconfortável ; -0.974
assento do teatro ;0
assento do teatro de filme ;0
assento livre ; 0.901
assento pequeno ; -0.759
assento piloto ; 0.89
assepsia ; 0.617
assertividade ; 0.936
asserção ; 0.784
assessoria ; 0.795
assexual ; -0.686
assibilação ; 0.524
assinam acordo ; 0.76
assinar contrato ; 0.858
assinatura ; -0.034
assinatura do sinal ; -0.051
assinou o papel ; -0.167
assista comercial ; -0.067
assiste muita tv ; -0.185
assistente ; 0.055
assistir ;0
assistir a arte ; 0.701
assistir a aula ; 0.798
assistir a conferência ; 0.875
assistir a opus ;0
assistir comédia ; 0.784
assistir concerto ; 0.172
assistir desfile ; 0.799
assistir documentário animal ;0
assistir entretenimento ; 0.784
assistir filme ; 0.995
assistir filme bom ; 0.169
assistir filme juntos ; 0.583
assistir filme pornô ; 0.983
assistir filme triste ; -0.059
assistir futebol ; 0.978
assistir jogo ; 0.784
assistir o jogo de beisebol ; 0.788
assistir o jogo de hóquei ; 0.787
assistir o músico executar ;0
assistir o pôr do sol ; 0.803
assistir o show de rock ; 0.681
assistir televisão ;0
assistir televisão mostrar ; -0.047
assistir tv ;0
assoalho de telha ;0
assobio música alegre ; 0.736
associability ; 0.515
associableness ; 0.515
associal ; -0.981
associar ; 0.102
associação ; 0.02
assombrar a casa ; 0.105
assuasive ; 0.506
assumir a responsabilidade ;0
assunto de conhecimento ; 0.772
assunto de escola ;0
assunto de interesse ; 0.769
assunto de matemática ;0
assunto do livro ; 0.725
assustador ; 0.052
assustadora ;0
assustadoramente ; -0.888
assustar a pessoa ; -0.914
assustar o cão ;0
assédio ; -0.211
assédio moral ; -0.914
astenopia ; -0.732
asternal ; -0.653
astracã ; -0.582
astro de cinema ;0
astrologia ; 0.022
astuto ;0
astúcia ;0
ataca o ; -0.717
atacante ; -0.025
atacar ; 0.671
ataque de asma repentino ;0
ataque de epilepsia ; -0.97
ataque de nervos ; -0.075
ataque de pânico ; -0.986
ataque epiléptico ; -0.249
ataque inimigo ; -0.177
ataque terrorista ; -0.972
ataques epiléticos ; -0.97
atar ; -0.063
atasteful ; 0.737
atenda o telefone receptor ; 0.8
atender a chamada de telefone ; 0.969
atender a necessidade ; 0.027
atendimento ; 0.614
atendimento ao cliente ;0
atento ;0
atenuante ; -0.798
atenuantes ; 0.579
atenuação de ; 0.772
aterro sanitário ; 0.704
aterrorizado ; -0.914
aterrorizar ; -0.789
atestada ; -0.642
ateísmo ; -0.966
atingidas ; 0.854
atingir ; 0.945
atingir a meta ; 0.772
atingir meta ; 0.738
atingiu a parede ; -0.908
atingiu a parede dura ; 0.949
atingiu as manchetes ; -0.083
atingiu o chão ; -0.099
atira de volta ;0
atirar ; -0.069
atirar a pessoa ; -0.85
atirar bala ; -0.075
atirar em escala ; -0.056
atitude conformista ; -0.057
atitude positiva ; 0.701
ativado ; 0.766
ativando ; 0.59
atividade ao ar livre ; 0.064
atividade atlética ; 0.032
atividade cerebral ; 0.872
atividade comercial ; 0.842
atividade competitiva ;0
atividade da criança ; 0.042
atividade data ; 0.681
atividade de boca ;0
atividade de orelha ; 0.022
atividade de perfuração ; -0.906
atividade de água ;0
atividade diária ; -0.03
atividade do divertimento ; 0.159
atividade extracurricular ; 0.702
atividade familiar ; 0.046
atividade física ;0
atividade ilegal ;0
atividade mental ;0
atividade perigosa ; 0.094
atividade prazerosa ; 0.926
atividade recreativa ;0
atividade saudável ;0
atividade social ; 0.161
atividade vigorosa ;0
ativista ; 0.77
ativo ; -0.035
atleta ; 0.843
atleta profissional ;0
atletismo ;0
atlético ; 0.909
atmosfera romântica ;0
ato ; 0.754
ato de classe ; 0.84
ato entediado ; -0.92
ato estúpido ;0
ato insensato ; -0.893
atomização ; -0.982
ator de cinema ; 0.968
ator dramático ; -0.022
atordoado ;0
atordoamento ; 0.727
atordoar ; 0.84
atores ;0
atractivo ; 0.558
atracção ;0
atraente ; 0.816
atrair ;0
atrair a atenção ; 0.811
atrair mulher ; 0.166
atrair o cão ; 0.076
atrair o sexo oposto ; 0.879
atrasar ; -0.914
atraso ; -0.654
atraso de pagamento ; -0.04
atrasos ; 0.937
atravessar ; 0.04
atravessar a falar ; -0.914
atravessar a ponte ; -0.091
atravessar a rua ; 0.781
atravessar a sala ;0
atravessar a água ; 0.055
atravessar o oceano ; -0.036
atravessar o pão ; -0.961
atravessar o rio ;0
atravessar o sinal vermelho ; -0.921
atravesse a parede ; -0.085
atração ; 0.908
atração sexual ; 0.734
atração turística ; 0.034
atrelar ; 0.854
atreva-se ; 0.754
atrevido ;0
atribuição ; 0.804
atril ;0
atrocidade ; -0.139
atrofia ; -0.869
atropelado por carro ; -0.177
atrophedema ; -0.998
atropina ; -0.601
atroz ; -0.524
atualização ; 0.7
atuação ; 0.558
atuação efetiva ; 0.681
até ; 0.889
até a colina ;0
até a data ; 0.032
até aconchegante ; 0.985
até agora ;0
até lhes ; -0.735
até manhã ; -0.03
até mesmo ;0
atéia ; -0.777
atípica ; -0.583
au pair ; 0.875
audacioso ; 0.706
audible ; 0.778
auditório ; 0.911
auditório da conferência ; 0.077
audácia ;0
aula ; 0.109
aula de ciências ; 0.867
aula de culinária ;0
aula de matemática ;0
aula de música ; -0.048
aula particular ; -0.077
aulas ; -0.04
aumentando ; 0.652
aumentar ;0
aumentar a altura ; 0.066
aumentar a auto-confiança ; 0.855
aumentar a auto-estima ; 0.317
aumentar a colheita ;0
aumentar a eficiência ;0
aumentar a energia ; 0.722
aumentar a fome ; -0.771
aumentar a força ; 0.223
aumentar a inteligência ; 0.111
aumentar a renda ; -0.034
aumentar a resistência ;0
aumentar a riqueza ; 0.874
aumentar a temperatura do corpo ;0
aumentar o conhecimento ; 0.769
aumentar o dinheiro ;0
aumentar o metabolismo ; 0.076
aumentar o músculo massa ; 0.769
aumentar o patrimônio líquido ;0
aumentar o preço ; -0.147
aumentar o tamanho ;0
aumentar o valor ;0
aumentar o vocabulário ; 0.608
aumentar os impostos ; -0.968
aumente a pressão ; -0.98
aumente o fogo ; -0.98
aumento ;0
aumento da freqüência cardíaca ;0
aumento de entender ; 0.317
aura ;0
aureate ;0
auriform ; 0.969
ausado ; 0.706
ausentar ; -0.735
auspicate ; 0.636
auspicioso ; -0.74
austero ;0
austrália nativa ; 0.066
ausência de comunicação ; -0.957
ausência de luz ; -0.97
ausência de perigo ; 0.046
ausência de risco ; 0.046
autenticada ; -0.642
auto-censura ; -0.757
auto-consciente ; -0.905
auto-defesa ;0
auto-depreciativo ; -0.984
auto-disciplina ; 0.628
auto-estima ;0
auto-expressão ; 0.681
auto-motivação ; 0.097
auto-realização ; 0.664
auto-satisfação ; 0.789
auto-satisfeito ; 0.796
auto coletados ;0
auto limpo ; 0.785
auto matar ; -0.29
auto proteção ; 0.059
auto respeito ;0
auto satisfação ; 0.332
auto satisfeito ; -0.982
autocomplacente ; 0.8
autocrático ;0
autoestima ; 0.897
autographion ;0
automático ; 0.805
automóvel ; -0.041
automóvel grande ; 0.027
autopiedade ; -0.87
autopunição ; -0.959
autor ; 0.991
autoridade de símbolo ; 0.041
autoritativa ; 0.923
autoritário ; -0.551
autorização ; 0.954
autógrafo ;0
autógrafo de sinal ; 0.703
auxiliar ; 0.735
auxílio ; 0.773
auxílio visual ;0
avalanche ;0
avaliar ; -0.735
avaliação ; -0.066
avance ; 0.949
avançar ; 0.819
avanço ; -0.798
avanço do plano ; -0.825
avarentos ; 0.093
avareza ; 0.098
avaria ; -0.914
avaro ; 0.098
ave ; 0.797
ave rapina ; -0.03
aveia ; 0.862
avental ; -0.533
aventura ;0
aventurar-se ; -0.516
aventureirismo ; 0.828
aventureiro ; 0.703
avermelhado ;0
avermelhado-roxo ; 0.591
aversão ; -0.118
aves aquáticas ; -0.03
aves de rapina ; -0.81
aviação ; 0.05
avigorar ; -0.151
avisar ; -0.225
avise ;0
aviso ; -0.115
aviso de post ;0
avitaminose ; -0.712
avivando ; 0.843
avive ; 0.858
aviária ; 0.05
avião ; 0.042
avião de linha ;0
avião de papel ;0
avião de placa ;0
avião de terra ; -0.062
avião do declive ; 0.023
avô ;0
aweless ; 0.615
axiais ; -0.06
axioma ;0
ayrshire ; 0.546
azar ; -0.627
azedume ; 0.076
azul ; -0.458
azul-petróleo ;0
azul aço ; -0.829
azul profundo ; -0.05
azul segunda-feira ; -0.849
azul vermelho branco ;0
aço inoxidável ; 0.829
açougueiro ; -0.773
açucaradas ; 0.107
ação ;0
ação civil ; 0.281
ação da água ; 0.026
ação de bebê ; 0.97
ação de boca ; 0.045
ação de carro ; 0.024
ação de dedo ;0
ação de graças ; 0.934
ação de matemática ; -0.024
ação de mão ; 0.021
ação de primavera ; -0.122
ação de pé ;0
ação física ; -0.934
ação má ; -0.768
ação natural ; -0.643
ação política ; 0.777
ação popular ; -0.033
ação religiosa ;0
ação repetitiva ; -0.909
ação violenta ; -0.768
açúcar ; 0.99
açúcar livre ; 0.897
açúcar sabor ; 0.907
aéreo ; 0.16
baba ; -0.037
babado ; 0.1
babaçu ; 0.635
babble ; -0.614
babe ruth ; 0.048
baby-sitter ;0
babá ; 0.776
bacalhau ; -0.62
bacia dos peixes ; -0.519
backbend ; -0.687
backdoor ; 0.844
bactericida ; 0.551
bactéria acidophilus ; -0.998
bactérias ; 0.939
bactérias de verdadeiras ; -0.908
bad crédito ; -0.175
baddie teatral ; -0.829
baga ; 0.811
baga de pudim ; 0.773
bagagem de mão ;0
bagagem de pacote ; 0.908
bagel ; 0.041
bagle ; -0.842
bagunça ;0
bagunça de fedor ; 0.935
bagunça limpa ; 0.101
baiacu ; -0.545
bailarina ; 0.15
baile ; 0.763
baile de formatura ; 0.088
bainha ; -0.035
baioneta ; -0.729
bairro ;0
baixa ; -0.16
baixa auto-estima ; -0.757
baixa expectativa ; -0.964
baixa para baixo volume ; -0.294
baixa qualidade ;0
baixa temperatura ; 0.413
baixa temperatura corporal ; -0.724
baixa tensão ; 0.788
baixa visão ; -0.773
baixar a pressão arterial ; 0.778
baixo ; 0.049
baixo-ventre ; -0.549
baixo estatuto ; -0.724
baji ; 0.284
bajulador ;0
bajuladora ; -0.527
bala de canhão ;0
bala de fogo ; -0.816
balançar o taco ; -0.037
balanço ; 0.754
balaço ;0
balbuciar ; -0.614
balcão ; 0.729
baleia ;0
balir ; 0.691
balk ; -0.717
ballon ; 0.089
balneário ; 0.756
balsa ;0
balão ;0
balão de ar quente ; -0.045
balão de brinquedo ; 0.881
balão de hélio ; 0.064
balão pop ; -0.102
balé ; 0.12
banal ; -0.708
bananeira ;0
banca de frutas ; 0.064
banca de jornais ; 0.985
banca de revistas ;0
bancada da cozinha ; 0.025
bancada de madeira ; 0.025
bancada de trabalho ; 0.025
banco ; -0.026
banco de dinheiro ; 0.759
banco de esperma ;0
banco de igreja ; 0.065
banco de jardim ; 0.1
banco de trás ; -0.737
banco de varanda ;0
banda ; 0.023
banda ao vivo ; 0.838
banda country ;0
banda da escola ; 0.74
banda de bluegrass ; 0.927
banda de charuto ; 0.076
banda de música ; -0.038
banda garrafão ; -0.507
banda juntos ; 0.098
banda junção ; 0.867
bandagem adesiva ; -0.886
bandalho ; -0.773
bandeira ; 0.053
bandeira acenando ; 0.68
bandeira americana ; 0.076
bandeira de obscenidade fungo ; -0.935
bandeira de onda ; 0.881
bandeira oficial ; 0.688
bandeira própria ; 0.062
bandeja de mesa ;0
bandejão ; 0.619
banha ; 0.037
banheira ; 0.041
banheira de preenchimento ; -0.074
banheiro de hotel ;0
banheiro drawerroom ; 0.042
banheiro externo ; 0.048
banheiro limpo ;0
banheiro próprio ; 0.712
banho de chuveiro ; 0.041
banir ; -0.727
banqueiro ;0
banquete do amor ; 0.544
baque ;0
baralho de cartas ;0
barato ; 0.734
barb ;0
barba ; -0.103
barba longa ; 0.036
barba por fazer ; -0.644
barbantinho ; -0.961
barbate ; -0.945
barbeador ; 0.707
barbellate ;0
barbudo ; -0.945
barcaça ; -0.914
barco ; 0.744
barco a remo ; -0.109
barco de peixe ; -0.048
barco de placa ;0
barco do capitão ; -0.71
barco grande ; -0.076
barco navio ; -0.026
bardana ; 0.683
bardana comum ; 0.683
bardana grande ; 0.683
bardana menor ; 0.683
bare ; -0.752
bare bones ; 0.645
bareface ;0
barmy ;0
barndoor ; -0.585
baronia ; 0.975
barra ; 0.8
barra de chocolate ; 0.077
barra de cores ; -0.077
barra de toalha ;0
barraca de campo ;0
barraca do sono ; 0.095
barreira ideológica ; -0.765
barricada ;0
barriga de cobra ;0
barril de cerveja ; 0.161
bart ; 0.159
barulhento ; 0.893
barulho ; 0.03
barulho do estômago ; 0.796
barão ; 0.066
basculador ; 0.1
base ;0
base de dados ;0
base de sondagem ; 0.948
base militar ;0
base roubada ; -0.203
base sólida ;0
basearam ; -0.872
basinet ; -0.595
basquetebol ; 0.957
basta comer ; 0.873
bastardly ;0
bastardo ;0
bastão de caminhada ; 0.071
bata ; 0.085
bata de laboratório ;0
bata martelo ; -0.949
bata o ovo ; 0.856
bata o pé ; -0.914
bata para baixo ; -0.638
batalha de avanço ; 0.959
batalha de luta ; -0.126
batalhar por algo ; 0.184
batata ; -0.058
batata de sofá ; 0.868
batata pequena ; -0.699
bate-se cabeça ; -0.094
bate duro ; -0.962
